,hotel,star,review,preprocessed_review,date
10,신라스테이 역삼,1,숙박인줄알았는데 대실이네요 무슨 호텔이 대실이있나요,숙박인 줄 알았는데 대실이네요 무슨 호텔이 대실이 있나요,2021. 03. 20
11,신라스테이 역삼,1,"1. 일반 지방모텔에 신라스테이 간판달아놓은 느낌.
2. 주차비 5,000원 1박당 받아쳐드심
3. 지저분한 시골 마루바닥 
4. 와인잔 없어서 일반 플라스틱컵 줌
5. 조명은 개싸구려 느낌 여인숙 조명ㅋㅋ 어이상실
6. 그림은 무슨 초상집났는지 개무서움
7. 벽은 개지저분하고 싸구려 모텔온 느낌 지림
8. 인포 개불친절함
9. 95,000원이면 보태서 잠실롯데호텔 가세요
10. 야경은 개뿔, 개싸구려 조명에 잠도 안옴더보기", 일반 지방 모텔에 신라스테이 간판 달아놓은 느낌 주차비 원 복당 받아쳐드심 지저분한 시골 마룻바닥  와인 잔 없어서 일반 플라스틱 컵 줌 조명은 개싸구려 느낌 여인숙 조명 어이 상실 그림은 무슨 초상집 났는지 개구서 움 벽은 개 지저분하고 싸구려 모텔 온 느낌 지림 인포 개불 친절함 원이면 보태서 잠실 롯데호텔 가세요 야경은 개뿔 개싸구려 조명에 잠도 안 옴 ,2021. 03. 02
12,신라스테이 역삼,1,"생각보다 별루네요 ㅠㅠ
오래되었나봐요 ㅠㅠ 쿰쿰한 냄ㅅㅐ나요 ㅠ",생각보다 별로네요 오래되었나 봐요  쿰쿰한 냄나요 ,2021. 02. 21
13,신라스테이 역삼,2,더블룸 사진만 걸어놓고는 막상 체크인할땐 무작위배정이라며 트윈베드 두개있는 방을 주면 어떡합니까? 사진을 그럼 두개의 객실 사진을 올려놓던지.. 제대로합시다~,더블룸 사진만 걸어놓고는 막상 체크인할 땐 무작위 배정이라며 트윈베드 두 개 있는 방을 주면 어떡합니까 사진을 그럼 두 개의 객실 사진을 올려놓던지 제대로 합시다,2021. 02. 11
14,신라스테이 역삼,2,"헬스장때문에 이용하로갔는데..심지어 전화까지 미리하고갔는데  온도 이 한겨울에 실내온도 9도 추워되질뻔 온도켜달라니 사람보낸다고 하고 20분있다 사람 올라옴 .. 그리고 또 20~30분 만지다가 잘안되시는지.. 두꺼운 옷하나 걸치고 하라하심 시설관리 할아버지의 응대와 미안해하심은 좋아서 패쓰하겠음. 카운터 직원 내가 춥다고하니 하는말이 ㅋㅋ 많이 추우세요?
ㅋㅋㅋㅋ휴 골때린다",헬스장 때문에 이용하로 갔는데 심지어 전화까지 미리하고 갔는데  온도 이 한겨울에 실내 온도 도 추워도 질 뻔 온도 켜달라니 사람 보낸다고 하고 분 있다 사람 올라옴  그리고 또 분 만지다가 잘 안되시는지 두꺼운 옷 하나 걸치고 하라 하심 시설관리 할아버지의 응대와 미안해하심은 좋아서 패스하겠음 카운터 직원 내가 춥다고 하니 하는 말이  많이 추우세요휴 골 때린다,2021. 02. 04
15,신라스테이 역삼,1,"여기는 괜찮은 객실과 편리성에도 불구하고
호텔 직원들이 너무 불친절해서 가고싶지도 않고
다른 사람한테 비추하고싶음

직원들 교육만 좀 제대로 시켜주세요더보기",여기는 괜찮은 객실과 편리성에도 불구하고 호텔 직원들이 너무 불친절해서 가고 싶지도 않고 다른 사람한테 비추하고 싶음직원들 교육만 좀 제대로 시켜주세요 ,2021. 01. 17
16,신라스테이 역삼,1,전객실 금연인데 욕실에 있는 가운에서 담배 냄새가 너무 많이나서 가운 교체해달라고 했으나 직원분이 오셔서 축농증이 있다며 냄새을 못맡는다하면서 관리하는 부서가 따로 있어서 확인 후 연락 준다고 하였으나 어떠한 연락이나 말도 없었으며 샤워부스에도 담배 냄새가 너무 찌들어있어서 샤워하고도 찝찝했었습니다. 이런 시국에 관리가 제대로 되지 않아 많이 불쾌했었습니다. 제대로 어떠한 사과도 받지 못했고 연락준다고 하셔놓고 어떠한 연락도 주지 않았으며 방을 바꿀까 나갈까 고민하다가 시간도 늦어서 그냥 더이상 말 안했네요. 다신 안가면 되니깐요.,전 객실 금연인데 욕실에 있는 가운에서 담배 냄새가 너무 많이 나서 가운 교체해달라고 했으나 직원분이 오셔서 축농증이 있다며 냄새를 못 맡는다 하면서 관리하는 부서가 따로 있어서 확인 후 연락 준다고 하였으나 어떠한 연락이나 말도 없었으며 샤워부스에도 담배 냄새가 너무 찌들어있어서 샤워하고도 찝찝했었습니다 이런 시국에 관리가 제대로 되지 않아 많이 불쾌했었습니다 제대로 어떠한 사과도 받지 못했고 연락 준다고 하셔놓고 어떠한 연락도 주지 않았으며 방을 바꿀까 나갈까 고민하다가 시간도 늦어서 그냥 더 이상 말 안 했네요 다신 안 가면 되니깐요,2021. 01. 14
17,신라스테이 역삼,2,역삼역이나어느역에서나너무멀고걸어가기 그리고 너무추워요,역삼역이나 어느 역에서 나 너무 멀고 걸어가기 그리고 너무 추워요,2020. 12. 29
18,신라스테이 역삼,1,"와 호텔 이 아니라 여긴 모텔이네요
하루 숙박이였는데
잠만 잘거라 많이 비싸지 않고 
접근성 괜찮은 (주차장 있는 곳) 으로 골랐는데
거기에 신라 이름까지 믿고 예약한 곳이었는데
스탠다드룸은 들어가자마자 모텔 냄새
(곰팡이 냄새 같은 퀘퀘한 냄새)
디럭스 룸으로 업글해서 갔는데
옆방 대학생들인지 방 몇개 빌려서 왔다갔다
나중엔 싸웠는지 밤 12시에 우리방으로 가자 어쩌고
진짜 맘같아선 환불 받고 나오고 싶을 정도
세상에 이걸 호텔이라고 내놓은 신라
차라리 방값을 올리고
청결 신경 더 쓰시고
그런 사람들은 한 곳에 좀 몰아넣으세요
진짜 호텔 와서 이렇게 화가 나서 나가보기는 또 처음이네요
여긴 모텔이예요 호텔 아닙니다더보기",와 호텔 이 아니라 여긴 모텔이네요 하루 숙박이었는데 잠만 잘 거라 많이 비싸지 않고 접근성 괜찮은 주차장 있는 곳으로 골랐는데 거기에 신라 이름까지 믿고 예약한 곳이었는데 스탠더드룸은 들어가자마자 모텔 냄새 곰팡이 냄새 같은 퀴퀴한 냄새 디럭스 룸으로 업글해서 갔는데 옆방 대학생들인지 방 몇 개 빌려서 왔다 갔다 나중엔 싸웠는지 밤 시에 우리방으로 가자 어쩌고 진짜 맘 같아선 환불받고 나오고 싶을 정도 세상에 이걸 호텔이라고 내놓은 신라 차라리 방값을 올리고 청결 신경 더 쓰시고 그런 사람들은 한곳에 좀 몰아넣으세요 진짜 호텔 와서 이렇게 화가 나서 나가보기는 또 처음이네요 여긴 모텔이에요 호텔 아닙니다 ,2020. 12. 13
19,신라스테이 역삼,2,아 신라스테이 편하고 조식맛있어서 좋아하는데 역삼은 진짜 너무 별로였어요 방 상태도 많이 낡고 특히 방음이 안되어서 비즈니스 호텔인데 옆방에서 진짜 파티하는줄ㅠ새벽내내 못잤습니다 방상태가 제가 배정된 방만 그런진 모르겠지만 너무 바닥 다까지고 식탁 녹슬고..동네 모텔같은 느낌...역삼 신라스테이는 다시는 안가려구요,아 신라스테이 편하고 조식 맛있어서 좋아하는데 역삼은 진짜 너무 별로였어요 방 상태도 많이 낡고 특히 방음이 안되어서 비즈니스호텔인데 옆방에서 진짜 파티하는 줄 새벽 내내 못 잤습니다 밤 상태가 제가 배정된 방만 그런진 모르겠지만 너무 바닥 다 까지고 식탁 녹슬고 동네 모텔 같은 느낌 역삼 신라스테이는 다시는 안 가려고요,2020. 12. 06
20,신라스테이 역삼,2,"수압이 너무약하고 변기물도 잘안내려감
퀘퀘한 냄새도났음
키링베어는 없어서 그냥베어받았는데 그거마저 삐꾸임...",수압이 너무 약하고 변기 물도 잘 안 내려감 퀴퀴한 냄새도 났을 키 링 베어는 없어서 그냥 베어 받았는데 그거마저 삐고 임,2020. 11. 28
21,신라스테이 역삼,2,"화장실에서 하수구 냄새 넘 심해요 ㅠ
엘레베이터도 너무 느려서 한참 기다려야 돼요",화장실에서 하수구 냄새 너무 심해요 엘리베이터도 너무 느려서 한참 기다려야 돼요,2020. 11. 07
22,신라스테이 역삼,2,비지니스호텔 느낌 시설은 그닥,비즈니스호텔 느낌 시설은 그다지,2020. 10. 30
23,신라스테이 역삼,2,"처음 방문한곳이라 프론트에 전화 계속 했으나 안받음
객실문 사용방법이 없음 
객실내 먼지많음 
샤워실 청결하지않음",처음 방문한 곳이라 프런트에 전화 계속했으나 안 받음 객실문 사용방법이 없음 객실 내 먼지 많음 샤워실 청결하지 않음,2020. 10. 25
24,신라스테이 역삼,1,"와인글라스도 안 올려주는 호텔이 어딨나요
뷔페에 있는 글라스가 몇개인데 다 소진되었다는게 무슨 말인지 모르겠네요. 차라리 위생 문제로 못 준다고 했으면 이해라도 했겠지만..
다른 거라도 대체해달라니까 플라스틱컵이고 내려와서 직접 가져가라고 하는 것도 좀 그랬네요.

서비스 빼고는 불편한 점 없었습니다.더보기",와인글라스도 안 올려주는 호텔이 어딨나요 뷔페에 있는 글라스가 몇 개인데 다 소진되었다는 게 무슨 말인지 모르겠네요 차라리 위생 문제로 못 준다고 했으면 이해라도 했겠지만 다른 거라도 대체해달라니까 플라스틱 컵이 고 내려와서 직접 가져가라고 하는 것도 좀 그랬네요 서비스 빼고는 불편한 점 없었습니다 ,2020. 10. 10
25,신라스테이 역삼,1,"대로변에 바로 위치하고 있어서 밤에 잘때 차 소리 때문에 너무 시끄러워서 잠을 제대로 못잠
침대 시트에 오염 묻어있는데 교체 안하는듯
화장실 배수구 물이 안내려가서 물이 빠져야 하는데 안빠지고 계속 물웅덩이처럼 고여 있어서 이용하는데 매우 불편했음",대로변에 바로 위치하고 있어서 밤에 잘 때 차 소리 때문에 너무 시끄러워서 잠을 제대로 못 잠 침대 시트에 오염 묻어있는데 교체 안 하는 듯 화장실 배수구 물이 안 내려가서 물이 빠져야 하는데 안 빠지고 계속 물웅덩이처럼 고여 있어서 이용하는데 매우 불편했음,2020. 08. 16
26,신라스테이 역삼,2,객실에 화장실 냄새가 좀 심하게난거빼곤 좋았어요,객실에 화장실 냄새가 좀 심하게 난 거 빼곤 좋았어요,2020. 08. 03
27,신라스테이 역삼,1,"이틀 숙박하면서 느낀거는 직원들 친절하고좋았지만 하루 숙박 비용에비해서 룸에 없는게많아서 예약한게 살짝 후회스러웠고 불만이많았습니다. 룸에 TV다시보기도 없고 컴퓨터나 노트북도없고 따로 충전기도 배치되어있지않아서 내려가서 직접 대여해야하고 옆방에서 청소부직원분이 청소하는지 소음이 심했고고 방음도 별로였습니다. 청소도 제대로되는지 먼지가 둥둥 떠다녔고 화장실에서 보니 머리에 먼지가 가라앉을정도였습니다.
3성급치고없는게 많아서 불만이였습니다.(TV다시보기 , 컴퓨터or노트북 , 충전기 배치)
특히 제가 숙박한 룸은 환기를 잘안하는건지 모르겠지만 들어가자마자 차에서나는냄새가 심하게나고 적응하는데 몇시간 걸렸습니다",이틀 숙박하면서 느낀 거는 직원들 친절하고 좋았지만 하루 숙박 비용에 비해서 룸에 없는 게 많아서 예약한 게 살짝 후회스러웠고 불만이 많았습니다 룸에 다시 보기도 없고 컴퓨터나 노트북도 없고 따로 충전기도 배치되어 있지 않아서 내려가서 직접 대여해야 하고 옆방에서 청소부 직원분이 청소하는지 소음이 심했고고 방음도 별로였습니다 청소도 제대로 되는지 먼지가 둥둥 떠다녔고 화장실에서 보니 머리에 먼지가 가라앉을 정도였습니다 성급 치고 없는 게 많아서 불만이었습니다 다시 보기  컴퓨터 노트북  충전기 배치 특히 제가 숙박한 룸은 환기를 잘 안 하는 건지 모르겠지만 들어가자마자 차에서 나는 냄새가 심하게나고 적응하는데 몇 시간 걸렸습니다,2020. 07. 04
28,신라스테이 역삼,1,객실은 에어컨도 잘 안돼서 덥고 방음도 안돼서 시끄럽습니다 조식이용도 10시 지나자마자 식사 마무리도 못했는데 청소기 돌리며 먼지날리며 청소 최악,객실은 에어컨도 잘 안돼서 덥고 방음도 안돼서 시끄럽습니다 조식 이용도 시 지나자마자 식사 마무리도 못했는데 청소기 돌리며 먼지 날리며 청소 최악,2020. 06. 14
29,신라스테이 역삼,2,31도 날씨에 실래온도가 28동였어요..계속전화해도 조치도 없고 나중에 몇번얘기하니 선물기 하나 가져다주네요,도 날씨에 실래 온도가 동였어요 계속 전화해도 조치도 없고 나중에 몇 번 얘기하니 선물기 하나 가져다주네요,2020. 06. 06
30,신라스테이 역삼,2,객실 내 먼지인줄알았는데 꽃가루가 쌓여있었어요.. 화장실 내에는 먼지가 많고 머리카락이나 이물질이 있어 제대로 청소한 느낌이 안들었습니다. 방음은 잘 되지 않구요.,객실 내 먼지인 줄 알았는데 꽃가루가 쌓여있었어요 화장실 내에는 먼지가 많고 머리카락이나 이물질이 있어 제대로 청소한 느낌이 안 들었습니다 방음은 잘되지 않고요,2020. 05. 08
31,신라스테이 역삼,1,"특가로 예약하고 트윈룸배정, 더블룸물어보니 없다고함 이해할수있음
방음상태 : 전혀안됨, 도로쪽 차만지나가도다들림, 복도쪽 그냥문열려잇는수준
어매니티 : 면도기없음, 무선인터넷 느림, 화장실악취난다는 후기가많은데 그건없엇음
시설편의성 : 모든 입구가 주자창기준으로되있음, 도보이용객편의성 제로, 특가로 배정받는 저층이용객은 엘리베이터를 이용할수없을정도로 불편함, 고층에서 꽉차서오고 꽉차더라도 만원안뜨고 멈춤, 엘레베이터는 원버튼식이라 멈추면 지나갈때까지 다른거못잡음, 결국 7층에서 걸어내려옴, 2층에 계단과연결되는 입구없음 1층까지 가서 다시올라와서 체크아웃

이 금액에 이런 시설? 다시생각해보시길 주변에 더 좋은호텔 많습니다더보기",특가로 예약하고 트윈룸 배정 더블룸 물어보니 없다고 함 이해할 수 있음 방음 상태  전혀 안됨 도로 쪽 차만 지나가도 다 들림 복도 쪽 그냥 문 열려 잇는 수준의 배니티  면도기 없음 무선인터넷 느림 화장실 악취난다는 후기가 많은데 그건 없었음 시설 편의 성  모든 입구가 주자창 기준으로 돼있음 도 본 이용객 편의성 제로 특가로 배정받는 저층 이용객은 엘리베이터를 이용할 수 없을 정도로 불편함 고층에서 꽉 차서 오고 꽉 차더라도 만 원인 뜨고 멈춤 엘리베이터는 원 버튼식이라 멈추면 지나갈 때까지 다른 거 못 잡음 결국 층에서 걸어내려옴 층에 계단과 연결되는 입구 없음 층까지 가서 다시 올라와서 체크아웃이 금액에 이런 시설 다시 생각해보시길 주변에 더 좋은 호텔 많습니다 ,2020. 03. 14
32,신라스테이 역삼,1,"웬만하면 리뷰를 안 남기는데 남깁니다.
디너 이용시간 21:30 분까지고 이용하려 8:10분쯤 3층에 갔는데 카운터에 직원이 기다려도 기다려도 계속 없더군요.
이용을 하라는겁니까 말라는겁니까?
직접 2층 로비로 가서 직원에게 문의해서야 직원이 오더군요.
왜 여기 항상 직원이 상주하지 않냐고 물으니 예약이 많아서 그랬다는데 장난하나요?
디너 가격도 가격이지만 그래도 이용 할 수는 있게 한시간전엔 최소한 카운터에 직원 상주해야지 대처도 사과없이 변명만 늘어놓으니 기분 확 상했네요.
2020.02.02 저녁 8시 25분경 일어난 일입니다.
전사적으로 공유해주시고 
해당 시간 상주직원  바랍니다.더보기",웬만하면 리경치를 안 남기는데 남깁니다 디너 이용 시간  분까지고 이용하려 분쯤 층에 갔는데 카운터에 직원이 기다려도 기다려도 계속 없더군요 이용을 하라는 겁니까 말라는 겁니까 직접 층 로비로 가서 직원에게 문의해서야 직원이 오더군요 왜 여기 항상 직원이 상주하지 않냐고 물으니 예약이 많아서 그랬다는데 장난하나요 디너 가격도 가격이지만 그래도 이용할 수는 있게 한 시간 전엔 최소한 카운터에 직원 상주해야지 대처도 사과 없이 변명만 늘어놓으니 기분 확 상했네요 저녁 시 분경 일어난 일입니다 전사적으로 공유해주시고 해당 시간 상주직원  바랍니다 ,2020. 03. 02
33,신라스테이 역삼,2,"밤 10시 넘어서 화장실 악취가 방 전체로 퍼졌습니다ㅠㅠ
냄새때문에 10시 넘어서 방을 옮기는 일이 있었습니다..
해당 후기를 본 것 같은데 냄새나는 방을 그대로 룸으로 주시는걸까요? ㅠ",밤 시 넘어서 화장실 악취가 방 전체로 퍼졌습니다 냄새 때문에 시 넘어서 방을 옮기는 일이 있었습니다 해당 후기를 본 것 같은데 냄새나는 방을 그대로 룸으로 주시는 걸까요,2020. 02. 24
34,신라스테이 역삼,1,"냉장고에 먹다 남은 물이있네요
모텔보다 못한 호텔이라니..",냉장고에 먹다 남은 물이 있네요 모텔보다 못한 호텔이라니,2020. 01. 13
35,신라스테이 역삼,2,다른 신라스테이보다 낡았고 악취가 심해요,다른 신라스테이보다 낡았고 악취가 심해요,2020. 01. 04
36,신라스테이 역삼,2,"방이 너무나도 추움 난방안되는 느낌?
그거빼곤 좋았음 근데 너무 추워요",방이 너무나도 추움 난방 안되는 느낌 그거 빼곤 좋았음 근데 너무 추워요,2020. 01. 02
37,신라스테이 역삼,1,"방이너무 좁고 자는데 추워서 죽을뻔..
히터 가장 크게 틀어도 너무 추웠음
충전기 대여도 안됫음.
주차장은 넖어서좋음
비추더보기",방이 너무 좁고 자는데 추워서 죽을 뻔히 터 가장 크게 틀어도 너무 추웠음 충전기 대여도 안됐음 주차장은 넖어서좋음비추더보기,2019. 11. 19
38,신라스테이 역삼,2,9층 복도 끝방에서 잤는데 새벽부터 아침까지 건물에서 뱃고동 소리 같은 진동이 울려서 잠을 제대로 잘 수가 없었어요. 새벽에 프론트에 전화해서 얘기했는데 직접 방 안에 들어와서 들어봐야지 알 수 있다고 하셨는데 그때 시간이 새벽3시였습니다... 아침에 체크아웃할 때도 들린 거 보면 호텔측에서 몰랐을 수가 없다고 생각하는데 조치가 너무 미흡합니다. 정말 잠을 제대로 한 숨도 못 자서 컴플레인을 걸까하다가 참았지만 이런 일이 또 벌어져 저희 커플과 같은 피해가 생기지 않길 바라는 마음에 후기 남깁니다.,층 복도 끝방에서 잤는데 새벽부터 아침까지 건물에서 뱃고동 소리 같은 진동이 울려서 잠을 제대로 잘 수가 없었어요 새벽에 프런트에 전화해서 얘기했는데 직접 방 안에 들어와서 들어봐야지 알 수 있다고 하셨는데 그때 시간이 새벽 시였습니다 아침에 체크아웃할 때도 들린 거 보면 호텔 측에서 몰랐을 수가 없다고 생각하는데 조치가 너무 미흡합니다 정말 잠을 제대로 한숨도 못 자서 컴플레인을 걸까 하다가 참았지만 이런 일이 또 벌어져 저희 커플과 같은 피해가 생기지 않길 바라는 마음에 후기 남깁니다,2019. 10. 25
39,신라스테이 역삼,1,"건물와부와달리 룸은 그냥 모텔수준이에요.. 뷰도 별로였어요
그냥 오후2시 이른시간부터 쉴수있다는것만 모텔과 차별점이네요..
하루전이 L7롯데강남에 있다와서 그런지 더 비교가 되네요. 이곳은 카운터직원분께서 어느뷰로 원하는지 먼저 물아봐주셔서 더 감동.. 근데 신라스테이는 아무말도 안하니 허접한뷰의 방 지정해줬네요. 에어컨작동도 잘 안되요..",건물 와 부와 달리 룸은 그냥 모텔 수준이에요 경치도 별로였어요 그냥 오후 시 이른 시간부터 쉴 수 있다는 것만 모텔과 차별점이네요 하루 전이 롯데 강남에 있다 와서 그런지 더 비교가 되네요 이곳은 카운터 직원분께서 어느 경치로 원하는지 먼저 물아 봐주셔서 더 감동 근데 신라스테이는 아무 말도 안 하니 허접한 경치의 방 지정해줬네요 에어컨 작동도 잘 안돼요,2019. 09. 15
40,신라스테이 역삼,1,"방에 수건이 없는 호텔은 처음이었네요;; 
프론트에 바로 전화해서 가져다 달라했더니
작은 수건은 다 없다구 죄송하다며 큰 수건이라도 괜찮으시면 가져다 드린다는데 일단은 수건이 필요하니 알겠다하고 받아서 썼는데 불편했어요ㅠㅠ 
그리고 퇴실시간 전까지 여유롭게 쉬고 있었는데 하우스키핑분이와서 문을 너무 두드리시길래 놀랬습니당...

그래도 나름 주위 숙소보다는 비싼값주고 이용한건데 서비스 면이 너무 아쉬웠고 신라브랜드에 너무 실망하고 갑니다...더보기",방에 수건이 없는 호텔은 처음이었네요 프런트에 바로 전화해서 가져다 달라 했더니 작은 수건은 다 없다고 죄송하다며 큰 수건이라도 괜찮으시면 가져다드린다는데 일단은 수건이 필요하니 알겠다 하고 받아서 썼는데 불편했어요 그리고 퇴실 시간 전까지 여유롭게 쉬고 있었는데 하우스키핑 분이 와서 문을 너무 두드리시길래 놀랬습니다 그래도 나름 주위 숙소보다는 비싼 값 주고 이용한 건데 서비스 면이 너무 아쉬웠고 신라 브랜드에 너무 실망하고 갑니다 ,2019. 08. 01
41,신라스테이 역삼,1,방음 안되고 아침에 자고있는데 하우스키핑이 벨을 누르네 참 ㅋㅋ,방음 안되고 아침에 자고 있는데 하우스키핑이 벨을 누르네 참 ,2019. 07. 26
42,신라스테이 역삼,2,하수구에서 역한 냄새가 올라와서 정말 실망스러웠습니다...,하수구에서 역한 냄새가 올라와서 정말 실망스러웠습니다,2019. 07. 04
43,신라스테이 역삼,2,"욕실이 샤워실이랑 따로분리되있지않아서 너무
불편했고ㅠ냉방이 너무약했어요
날도더운데 가운도두꺼운거에ㅠ
냉방이너무약해서 더워죽는줄알았네요ㅠ
먼지도 곳곳에보이구ㅠ
넘실망했어요더보기",욕실이 샤워실이랑 따로 분리돼있지 않아서 너무 불편했고 냉방이 너무 약했어요 날도 더운데 가운도 두꺼운 거에 냉방이 너무 약해서 더워 죽는 줄 알았네요 먼지도 곳곳에 보이고 너무 실망했어요 ,2019. 06. 24
44,신라스테이 역삼,2,웨딩시간과 겹치면 주차장들어가는데 1시간 걸립니다,웨딩 시간과 겹치면 주차장 들어가는데 시간 걸립니다,2019. 03. 11
45,신라스테이 역삼,2,"티비아래 벽지가 더럽고, 와인오프너는 직접 가질러가야되며, 전화기는 고장나서 휴대폰으로 전화해서 사용했습니다. 불만사항 에 레이트체크아웃으로 변경해주셨습니다.",티브이 아래 벽지가 더럽고 와인 오프너는 직접 가지러 가야 되며 전화기는 고장 나서 휴대폰으로 전화해서 사용했습니다 불만사항에 레이트 체크아웃으로 변경해주셨습니다,2019. 02. 14
